2022-10-08 20:52:17 - __main__     - Tweet 38 of 78 posted: Sometimes, there's no better thing than a lie in.
2022-10-20 23:28:34 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:28:34 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-20 23:28:35 - __main__     - Tweet 6 of 101 posted: Why do I have Hard Rock Hallelujah stuck in my head all of a sudden?
2022-10-20 23:28:35 - __main__     - Tweet 11 of 101 posted: There's nothing better than a peaceful night.
2022-10-20 23:28:35 - __main__     - Tweet 8 of 101 posted: If I could summon food out of thin air, I'd probably have some anticucho in front of me right now.
2022-10-20 23:28:36 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:28:36 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:28:36 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:28:37 - __main__     - Tweet 7 of 101 posted: I'm sitting there doing fuck-all and all of a sudden Brimful of Asha plays in my head. Pretty sure my brain's a rdio station at this point.I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-20 23:28:37 - __main__     - Conditional Tweet 1 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:28:38 - __main__     - Tweet 6 of 101 posted: Why do I have Ausländer stuck in my head all of a sudden?
2022-10-20 23:28:38 - __main__     - Conditional Tweet 4 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:29:50 - __main__     - Tweet 12 of 101 posted: Woe to the Republic.
2022-10-20 23:29:52 - __main__     - Tweet 9 of 101 posted: Mother's been trying to guess who has been on my mind today. Úrsula Corberó was her latest guess.
2022-10-20 23:29:53 - __main__     - Tweet 7 of 101 posted: I'm sitting there doing fuck-all and all of a sudden Handbags and Gladrags plays in my head. Pretty sure my brain's a rdio station at this point.I've got street food stuck on my mind right now. I think my brain's telling me to have some picarones.
2022-10-20 23:29:54 - __main__     - Tweet 12 of 101 posted: Woe to the Republic.
2022-10-20 23:30:25 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-20 23:30:27 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Karen Gillan was her latest guess.
2022-10-20 23:30:43 - __main__     - Tweet 11 of 102 posted: Where's a thunderstorm when you need one?
2022-10-20 23:30:44 - __main__     - Tweet 12 of 102 posted: There's nothing better than a peaceful night.
2022-10-20 23:30:45 - __main__     - Tweet 11 of 102 posted: Where's a thunderstorm when you need one?
2022-10-20 23:30:47 - __main__     - Tweet 8 of 102 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some arepa.
2022-10-20 23:30:48 - __main__     - Conditional Tweet 3 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-20 23:30:50 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-20 23:30:51 - __main__     - Tweet 12 of 102 posted: There's nothing better than a peaceful night.
2022-10-20 23:30:52 - __main__     - Conditional Tweet 5 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:30:53 - __main__     - Conditional Tweet 4 of 5 posted: Thank goth it's Wednesday. The best day of the week, though I may be a bit biased on that one.
2022-10-20 23:30:54 - __main__     - Tweet 11 of 102 posted: Where's a thunderstorm when you need one?
2022-10-20 23:30:55 - __main__     - Tweet 8 of 102 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some choripán.
2022-10-20 23:30:56 - __main__     - Conditional Tweet 4 of 5 posted: October. The best month of all.
2022-10-20 23:30:57 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-20 23:30:58 - __main__     - Conditional Tweet 4 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-20 23:30:59 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Handbags and Gladrags plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:31:00 - __main__     - Conditional Tweet 2 of 5 posted: It's Halloween. Finally.
2022-10-20 23:31:01 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Handbags and Gladrags plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:31:02 - __main__     - Tweet 11 of 102 posted: Where's a thunderstorm when you need one?
2022-10-20 23:31:03 - __main__     - Tweet 8 of 102 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some rompe colchón.
2022-10-20 23:31:04 - __main__     - Tweet 12 of 102 posted: There's nothing better than a peaceful night.
2022-10-20 23:31:05 - __main__     - Conditional Tweet 4 of 5 posted: I'm quite enjoying Wednesday.
2022-10-20 23:32:18 - __main__     - Conditional Tweet 4 of 5 posted: Halloween's not for some time yet. Still, another year closer to death's cold embrace.
2022-10-20 23:32:42 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Handbags and Gladrags plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:32:44 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Primo Victoria plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:32:46 - __main__     - Tweet 8 of 102 posted: I've got street food stuck on my mind right now. I think my brain's telling me to have some choripán.
2022-10-20 23:32:57 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Bohemian Rhapsody plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:32:59 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Goodnight Moon plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:33:01 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Destination Calabria plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:33:04 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Feel Good Inc. plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:33:06 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Dragostea Din Tei plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:33:08 - __main__     - Tweet 6 of 102 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-20 23:33:10 - __main__     - Tweet 6 of 102 posted: Why do I have Primo Victoria stuck in my head all of a sudden?
2022-10-20 23:33:12 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Hall of Mirrors plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:33:14 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Ausländer plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:33:15 - __main__     - Tweet 6 of 102 posted: Why do I have Radio Ga Ga stuck in my head all of a sudden?
2022-10-20 23:33:17 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Ausländer plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:33:18 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Ausländer plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:33:19 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Ain't No Mountain High Enough plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:33:22 - __main__     - Tweet 7 of 102 posted: I'm sitting there doing fuck-all and all of a sudden Doncamatic plays in my head. Pretty sure my brain's a rdio station at this point.
2022-10-20 23:33:38 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Florence Pugh was her latest guess.
2022-10-20 23:33:39 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Chloë Moretz was her latest guess.
2022-10-20 23:33:41 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Ana de Armas was her latest guess.
2022-10-20 23:34:29 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Alexandra Daddario was her latest guess.
2022-10-20 23:34:31 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Taylor Swift was her latest guess.
2022-10-20 23:34:34 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Kristen Stewart was her latest guess.
2022-10-20 23:34:35 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Evanna Lynch was her latest guess.
2022-10-20 23:34:36 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Emma Watson was her latest guess.
2022-10-20 23:34:38 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Daisy Ridley was her latest guess.
2022-10-20 23:34:39 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Dominique Tipper was her latest guess.
2022-10-20 23:34:41 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Evanna Lynch was her latest guess.
2022-10-20 23:34:42 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Sonequa Martin-Green was her latest guess.
2022-10-20 23:34:44 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Léa Seydoux was her latest guess.
2022-10-20 23:34:46 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Emma Watson was her latest guess.
2022-10-20 23:34:47 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Úrsula Corberó was her latest guess.
2022-10-20 23:34:48 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Daisy Ridley was her latest guess.
2022-10-20 23:34:49 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Elizabeth Banks was her latest guess.
2022-10-20 23:34:50 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Ana de Armas was her latest guess.
2022-10-20 23:34:51 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Billie Piper was her latest guess.
2022-10-20 23:34:53 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Emilia Clarke was her latest guess.
2022-10-20 23:34:54 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Emma Watson was her latest guess.
2022-10-20 23:34:55 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Ella Balinska was her latest guess.
2022-10-20 23:34:56 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Karen Gillan was her latest guess.
2022-10-20 23:34:56 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Aura Garrido was her latest guess.
2022-10-20 23:34:57 - __main__     - Tweet 10 of 102 posted: Mother's been trying to guess who has been on my mind today. Tessa Thompson was her latest guess.
2022-10-31 14:17:01 - __main__     - Tweet 36 of 102 posted: Who's that off-brand Uncle Fester playing at in the East?
2022-10-31 16:00:01 - __main__     - Tweet 21 of 102 posted: On Wednesdays, we wear black.
2022-10-31 16:01:02 - __main__     - Tweet 89 of 102 posted: It was foggy this morning, and I liked it. Now it's sunny... damn it.
2022-10-31 16:02:02 - __main__     - Tweet 22 of 102 posted: Sailor Saturn? I like her.
